position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
0x715ee73ffee65801adb9f51098cf61a14fb4262ae2b20eeb1d68528bdde59c41-93683348120137447419301462197228170067558545967622008841151707439369216600718.POLYMARKET-TakeBestAskOnce-000,POLY-BACKTEST-001,TakeBestAskOnce-000,0x715ee73ffee65801adb9f51098cf61a14fb4262ae2b20eeb1d68528bdde59c41-93683348120137447419301462197228170067558545967622008841151707439369216600718.POLYMARKET,POLYMARKET-001,O-20260607-043540-001-000-1,EXPIRATION-LEG-43f745b1-cb74-4c12-a29b-e204b1871850,BUY,FLAT,0.000000,1.000000,1780806940259000000,2026-06-07 04:35:40.259000+00:00,1781023339000000000,2026-06-09 16:42:19+00:00,216398741000000,0.81,1.0,['0.007690 pUSD'],0.23457,0.182310 pUSD,False
