event_slug,city,event_date,timestamp,snapshot,market_index,market_label,temperature_bin,raw_mid,normalized_probability
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 06:00:00+00:00,T-6,7.0,33°C,33.0,0.0015,0.0032537960954446858
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 06:00:00+00:00,T-6,8.0,34°C,34.0,0.33499999999999996,0.7266811279826464
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 06:00:00+00:00,T-6,10.0,36°C or higher,36.0,0.11800000000000001,0.25596529284164865
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 08:58:00+00:00,T-1,3.0,29°C,29.0,0.0015,0.001488095238095238
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 08:58:00+00:00,T-1,4.0,30°C,30.0,0.002,0.001984126984126984
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 08:58:00+00:00,T-1,5.0,31°C,31.0,0.0015,0.001488095238095238
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 08:58:00+00:00,T-1,6.0,32°C,32.0,0.0015,0.001488095238095238
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 08:58:00+00:00,T-1,7.0,33°C,33.0,0.0015,0.001488095238095238
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 08:58:00+00:00,T-1,8.0,34°C,34.0,0.9984999999999999,0.9905753968253967
highest-temperature-in-hong-kong-on-june-5-2026,Hong Kong,2026-06-05,2026-06-05 08:58:00+00:00,T-1,10.0,36°C or higher,36.0,0.0015,0.001488095238095238
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,0.0,28°C or below,28.0,0.0025,0.0023463162834350074
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,1.0,29°C,29.0,0.0045000000000000005,0.004223369310183013
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,2.0,30°C,30.0,0.0055,0.005161895823557016
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,3.0,31°C,31.0,0.055,0.05161895823557016
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,4.0,32°C,32.0,0.27,0.2534021586109808
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,5.0,33°C,33.0,0.47,0.4411074612857813
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,6.0,34°C,34.0,0.21500000000000002,0.20178320037541064
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,7.0,35°C,35.0,0.025,0.023463162834350074
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,8.0,36°C,36.0,0.006500000000000001,0.00610042233693102
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,9.0,37°C,37.0,0.006,0.005631159080244017
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-24,10.0,38°C or higher,38.0,0.0055,0.005161895823557016
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,0.0,28°C or below,28.0,0.0025,0.0023463162834350074
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,1.0,29°C,29.0,0.0045000000000000005,0.004223369310183013
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,2.0,30°C,30.0,0.0055,0.005161895823557016
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,3.0,31°C,31.0,0.055,0.05161895823557016
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,4.0,32°C,32.0,0.27,0.2534021586109808
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,5.0,33°C,33.0,0.47,0.4411074612857813
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,6.0,34°C,34.0,0.21500000000000002,0.20178320037541064
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,7.0,35°C,35.0,0.025,0.023463162834350074
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,8.0,36°C,36.0,0.006500000000000001,0.00610042233693102
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,9.0,37°C,37.0,0.006,0.005631159080244017
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-6,10.0,38°C or higher,38.0,0.0055,0.005161895823557016
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,0.0,28°C or below,28.0,0.0025,0.0023463162834350074
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,1.0,29°C,29.0,0.0045000000000000005,0.004223369310183013
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,2.0,30°C,30.0,0.0055,0.005161895823557016
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,3.0,31°C,31.0,0.055,0.05161895823557016
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,4.0,32°C,32.0,0.27,0.2534021586109808
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,5.0,33°C,33.0,0.47,0.4411074612857813
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,6.0,34°C,34.0,0.21500000000000002,0.20178320037541064
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,7.0,35°C,35.0,0.025,0.023463162834350074
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,8.0,36°C,36.0,0.006500000000000001,0.00610042233693102
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,9.0,37°C,37.0,0.006,0.005631159080244017
highest-temperature-in-singapore-on-june-6-2026,Singapore,2026-06-06,2026-06-05 08:58:00+00:00,T-1,10.0,38°C or higher,38.0,0.0055,0.005161895823557016
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,0.0,25°C or below,25.0,0.0015,0.0015136226034308778
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,1.0,26°C,26.0,0.0015,0.0015136226034308778
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,2.0,27°C,27.0,0.006,0.006054490413723511
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,3.0,28°C,28.0,0.006,0.006054490413723511
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,4.0,29°C,29.0,0.007,0.007063572149344097
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,5.0,30°C,30.0,0.0075,0.007568113017154389
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,6.0,31°C,31.0,0.0215,0.02169525731584258
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,7.0,32°C,32.0,0.09,0.09081735620585266
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,8.0,33°C,33.0,0.21500000000000002,0.21695257315842584
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,9.0,34°C,34.0,0.335,0.33804238143289606
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-24,10.0,35°C or higher,35.0,0.30000000000000004,0.3027245206861756
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,0.0,25°C or below,25.0,0.0015,0.0015136226034308778
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,1.0,26°C,26.0,0.0015,0.0015136226034308778
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,2.0,27°C,27.0,0.006,0.006054490413723511
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,3.0,28°C,28.0,0.006,0.006054490413723511
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,4.0,29°C,29.0,0.007,0.007063572149344097
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,5.0,30°C,30.0,0.0075,0.007568113017154389
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,6.0,31°C,31.0,0.0215,0.02169525731584258
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,7.0,32°C,32.0,0.09,0.09081735620585266
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,8.0,33°C,33.0,0.21500000000000002,0.21695257315842584
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,9.0,34°C,34.0,0.335,0.33804238143289606
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-6,10.0,35°C or higher,35.0,0.30000000000000004,0.3027245206861756
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,0.0,25°C or below,25.0,0.0015,0.0015136226034308778
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,1.0,26°C,26.0,0.0015,0.0015136226034308778
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,2.0,27°C,27.0,0.006,0.006054490413723511
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,3.0,28°C,28.0,0.006,0.006054490413723511
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,4.0,29°C,29.0,0.007,0.007063572149344097
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,5.0,30°C,30.0,0.0075,0.007568113017154389
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,6.0,31°C,31.0,0.0215,0.02169525731584258
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,7.0,32°C,32.0,0.09,0.09081735620585266
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,8.0,33°C,33.0,0.21500000000000002,0.21695257315842584
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,9.0,34°C,34.0,0.335,0.33804238143289606
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,2026-06-05 08:58:00+00:00,T-1,10.0,35°C or higher,35.0,0.30000000000000004,0.3027245206861756
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,0.0,16°C or below,16.0,0.003,0.0028089887640449437
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,1.0,17°C,17.0,0.006,0.0056179775280898875
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,2.0,18°C,18.0,0.0055,0.005149812734082397
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,3.0,19°C,19.0,0.0075,0.0070224719101123585
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,4.0,20°C,20.0,0.0155,0.014513108614232209
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,5.0,21°C,21.0,0.065,0.06086142322097378
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,6.0,22°C,22.0,0.245,0.2294007490636704
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,7.0,23°C,23.0,0.345,0.3230337078651685
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,8.0,24°C,24.0,0.24,0.22471910112359547
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,9.0,25°C,25.0,0.097,0.09082397003745318
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-24,10.0,26°C or higher,26.0,0.0385,0.03604868913857678
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,0.0,16°C or below,16.0,0.003,0.0028089887640449437
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,1.0,17°C,17.0,0.006,0.0056179775280898875
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,2.0,18°C,18.0,0.0055,0.005149812734082397
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,3.0,19°C,19.0,0.0075,0.0070224719101123585
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,4.0,20°C,20.0,0.0155,0.014513108614232209
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,5.0,21°C,21.0,0.065,0.06086142322097378
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,6.0,22°C,22.0,0.245,0.2294007490636704
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,7.0,23°C,23.0,0.345,0.3230337078651685
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,8.0,24°C,24.0,0.24,0.22471910112359547
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,9.0,25°C,25.0,0.097,0.09082397003745318
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-6,10.0,26°C or higher,26.0,0.0385,0.03604868913857678
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,0.0,16°C or below,16.0,0.003,0.0028089887640449437
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,1.0,17°C,17.0,0.006,0.0056179775280898875
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,2.0,18°C,18.0,0.0055,0.005149812734082397
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,3.0,19°C,19.0,0.0075,0.0070224719101123585
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,4.0,20°C,20.0,0.0155,0.014513108614232209
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,5.0,21°C,21.0,0.065,0.06086142322097378
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,6.0,22°C,22.0,0.245,0.2294007490636704
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,7.0,23°C,23.0,0.345,0.3230337078651685
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,8.0,24°C,24.0,0.24,0.22471910112359547
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,9.0,25°C,25.0,0.097,0.09082397003745318
highest-temperature-in-mexico-city-on-june-6-2026,Mexico City,2026-06-06,2026-06-05 08:58:00+00:00,T-1,10.0,26°C or higher,26.0,0.0385,0.03604868913857678
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,0.0,14°C or below,14.0,0.003,0.002785515320334262
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,1.0,15°C,15.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,2.0,16°C,16.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,3.0,17°C,17.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,4.0,18°C,18.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,5.0,19°C,19.0,0.006500000000000001,0.006035283194057568
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,6.0,20°C,20.0,0.025,0.023212627669452184
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,7.0,21°C,21.0,0.215,0.19962859795728877
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,8.0,22°C,22.0,0.425,0.3946146703806871
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,9.0,23°C,23.0,0.265,0.24605385329619314
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-24,10.0,24°C or higher,24.0,0.1315,0.12209842154131849
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,0.0,14°C or below,14.0,0.003,0.002785515320334262
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,1.0,15°C,15.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,2.0,16°C,16.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,3.0,17°C,17.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,4.0,18°C,18.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,5.0,19°C,19.0,0.006500000000000001,0.006035283194057568
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,6.0,20°C,20.0,0.025,0.023212627669452184
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,7.0,21°C,21.0,0.215,0.19962859795728877
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,8.0,22°C,22.0,0.425,0.3946146703806871
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,9.0,23°C,23.0,0.265,0.24605385329619314
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-6,10.0,24°C or higher,24.0,0.1315,0.12209842154131849
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,0.0,14°C or below,14.0,0.003,0.002785515320334262
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,1.0,15°C,15.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,2.0,16°C,16.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,3.0,17°C,17.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,4.0,18°C,18.0,0.0015,0.001392757660167131
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,5.0,19°C,19.0,0.006500000000000001,0.006035283194057568
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,6.0,20°C,20.0,0.025,0.023212627669452184
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,7.0,21°C,21.0,0.215,0.19962859795728877
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,8.0,22°C,22.0,0.425,0.3946146703806871
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,9.0,23°C,23.0,0.265,0.24605385329619314
highest-temperature-in-munich-on-june-6-2026,Munich,2026-06-06,2026-06-05 08:58:00+00:00,T-1,10.0,24°C or higher,24.0,0.1315,0.12209842154131849
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,0.0,20°C or below,20.0,0.0015,0.001550387596899225
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,1.0,21°C,21.0,0.0025,0.002583979328165375
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,2.0,22°C,22.0,0.0075,0.007751937984496125
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,3.0,23°C,23.0,0.0415,0.04289405684754523
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,4.0,24°C,24.0,0.14500000000000002,0.14987080103359177
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,5.0,25°C,25.0,0.345,0.35658914728682173
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,6.0,26°C,26.0,0.315,0.32558139534883723
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,7.0,27°C,27.0,0.07500000000000001,0.07751937984496125
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,8.0,28°C,28.0,0.0245,0.025322997416020676
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,9.0,29°C,29.0,0.0085,0.008785529715762276
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 06:00:00+00:00,T-6,10.0,30°C or higher,30.0,0.0015,0.001550387596899225
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,0.0,20°C or below,20.0,0.0015,0.001440230436869899
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,1.0,21°C,21.0,0.0025,0.002400384061449832
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,2.0,22°C,22.0,0.0035,0.0033605376860297645
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,3.0,23°C,23.0,0.05,0.04800768122899664
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,4.0,24°C,24.0,0.21500000000000002,0.20643302928468554
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,5.0,25°C,25.0,0.385,0.3696591454632741
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,6.0,26°C,26.0,0.3,0.2880460873739798
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,7.0,27°C,27.0,0.05500000000000001,0.052808449351896304
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,8.0,28°C,28.0,0.0205,0.01968314930388862
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,9.0,29°C,29.0,0.007,0.006721075372059529
highest-temperature-in-toronto-on-june-7-2026,Toronto,2026-06-07,2026-06-07 11:00:00+00:00,T-1,10.0,30°C or higher,30.0,0.0015,0.001440230436869899
highest-temperature-in-chengdu-on-june-7-2026,Chengdu,2026-06-07,2026-06-07 06:00:00+00:00,T-6,0.0,21°C or below,21.0,0.0015,0.001480750246791708
highest-temperature-in-chengdu-on-june-7-2026,Chengdu,2026-06-07,2026-06-07 06:00:00+00:00,T-6,4.0,25°C,25.0,0.9755,0.9629812438302074
highest-temperature-in-chengdu-on-june-7-2026,Chengdu,2026-06-07,2026-06-07 06:00:00+00:00,T-6,5.0,26°C,26.0,0.0155,0.015301085883514315
highest-temperature-in-chengdu-on-june-7-2026,Chengdu,2026-06-07,2026-06-07 06:00:00+00:00,T-6,6.0,27°C,27.0,0.0115,0.011352418558736428
