event_slug,city,event_date,cohort,timestamp,lifecycle_bucket,sum_mid,sum_deviation,implied_temperature,distribution_variance,distribution_width,entropy,top3_probability_mass,active_market_count,valid_market_count,updates,trades,spread_median,spread_p90,probability_mass_flow,pressure_factor,future_mean_move,future_entropy_change
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:27:00+00:00,>24h,0.9890000000000001,-0.010999999999999899,27.440343781597576,2.511355190206529,1.5847255882980273,1.733501727201172,0.7735085945399394,5,10,196,0,0.02100000000000001,0.054,0.013218275524703671,-0.3219969941749319,-0.03371112853634983,-0.00571146224652086
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:28:00+00:00,>24h,0.9795,-0.020499999999999963,27.398162327718225,2.5693891701785527,1.6029314302797086,1.7271085076645338,0.7810107197549769,5,10,215,0,0.02100000000000001,0.0605,0.04218145387935124,-0.3065493166595229,-0.005615109749872005,-0.0001751327932058011
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:29:00+00:00,>24h,0.9800000000000001,-0.019999999999999907,27.406632653061227,2.572915191586839,1.6040309197726954,1.727790264954651,0.7806122448979593,5,10,210,0,0.02100000000000001,0.060399999999999995,0.008470325343001406,-0.3785334680462262,-0.003776967186674085,0.0005963623669640317
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:30:00+00:00,>24h,0.9795000000000001,-0.02049999999999985,27.392547217968353,2.5559628327628063,1.598737887448348,1.726933374871328,0.7810107197549769,5,10,295,0,0.02100000000000001,0.0601,0.01408543509287341,-0.32053331721039785,0.021867196446063275,0.01784837116937843
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:31:00+00:00,>24h,0.9805,-0.019499999999999962,27.402855685874552,2.564887306557421,1.6015265550584608,1.728386627321615,0.7802141764405915,5,10,458,0,0.02100000000000001,0.06,0.010308467906199326,-0.4733297649822794,-0.0109981795132299,0.0009883379359074684
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:32:00+00:00,>24h,0.9990000000000001,-0.0009999999999998899,27.414414414414416,2.5609934258582903,1.6003104154689147,1.7447817460407065,0.7657657657657657,5,10,1036,0,0.02100000000000001,0.06849999999999999,0.01155872853986395,-0.19085697549797903,-0.017783480264341733,-0.017760281235917663
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:33:00+00:00,>24h,0.9825,-0.01749999999999996,27.391857506361323,2.546702147634494,1.5958390105629372,1.7293749652575225,0.7786259541984732,5,10,295,0,0.02100000000000001,0.0655,0.02255690805309385,-0.11023301210667336,0.008039824234163717,0.0006597264907941547
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:34:00+00:00,>24h,0.9795000000000001,-0.02049999999999985,27.396630934150075,2.559886556490756,1.5999645485106087,1.7270214648047888,0.7810107197549769,5,10,233,0,0.02100000000000001,0.0602,0.004773427788752116,-0.35257404449613,0.005319784535760874,0.0022256781704796946
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:35:00+00:00,>24h,0.9739999999999999,-0.026000000000000134,27.399897330595486,2.5654414678984185,1.6016995560648752,1.7300346917483167,0.780287474332649,5,10,280,0,0.01550000000000001,0.06,0.0032663964454116012,-0.11733469491089268,0.011173914919634598,0.0020265942978918705
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:36:00+00:00,>24h,0.9739999999999999,-0.026000000000000134,27.401950718685836,2.555581410302358,1.5986185943815234,1.7292471429752685,0.780287474332649,5,10,299,0,0.016000000000000007,0.058199999999999995,0.002053388090349273,-0.12836363152593946,-0.004711454882151855,0.000768153534368432
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:37:00+00:00,>24h,0.9754999999999999,-0.024500000000000077,27.41107124551512,2.5732039267539077,1.6041209202407116,1.7320612860462086,0.779087647360328,5,10,224,0,0.01550000000000001,0.0573,0.009120526829285325,-0.01641591658839814,0.030765489178758543,0.008910722308472563
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:38:00+00:00,>24h,0.9779999999999999,-0.02200000000000013,27.397239263803684,2.5441437075790083,1.5950372119731278,1.730015296509637,0.7770961145194275,5,10,421,0,0.016000000000000007,0.0646,0.01383198171143718,0.006789525587011715,0.04048315612514841,0.01228752841741132
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:39:00+00:00,>24h,0.98,-0.020000000000000018,27.44183673469388,2.541514993752603,1.5942129700114107,1.7409720083546811,0.7704081632653061,5,10,303,0,0.010500000000000006,0.055700000000000006,0.04459747089019572,-0.18059588568114468,-0.029982631350414124,-0.008402452541009131
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:40:00+00:00,>24h,0.9835,-0.01649999999999996,27.437722419928832,2.5267519046473215,1.589576014114242,1.7423028249270482,0.7676664972038637,5,10,377,0,0.011000000000000005,0.060399999999999995,0.004114314765047311,-0.2456149080567296,0.0032462985373662434,-0.00612048138166954
highest-temperature-in-qingdao-on-june-10-2026,Qingdao,2026-06-10,clean,2026-06-08 10:41:00+00:00,>24h,0.9870000000000001,-0.0129999999999999,27.411854103343465,2.5340236139725243,1.5918616817966704,1.732569555813672,0.7750759878419453,5,10,375,0,0.02100000000000001,0.060300000000000006,0.025868316585366813,-0.290055039637483,0.014237166497807152,0.020459977781920102
