event_slug,market_label,token_id,factor,horizon_seconds,valid_rows,nonzero_rows,spearman_ic,nonzero_hit_rate,average_win_move,average_loss_move,zero_return_share,top_minus_bottom
highest-temperature-in-lucknow-on-june-4-2026,49°C or higher,1936297804499229226745699644871412770078423556225852345417900409504171418495,depth_imbalance_1,600,0,0,,,,,,
highest-temperature-in-ankara-on-june-4-2026,20°C or below,14665446978056154831035605986147790272858427238402804607834717976559718498109,depth_imbalance_1,30,0,0,,,,,,
highest-temperature-in-ankara-on-june-4-2026,20°C or below,14665446978056154831035605986147790272858427238402804607834717976559718498109,depth_imbalance_1,120,0,0,,,,,,
highest-temperature-in-ankara-on-june-4-2026,20°C or below,14665446978056154831035605986147790272858427238402804607834717976559718498109,depth_imbalance_1,600,0,0,,,,,,
highest-temperature-in-ankara-on-june-4-2026,21°C,108501385958155320180125197155224343970558656581426583001149179436110410261690,depth_imbalance_1,30,0,0,,,,,,
highest-temperature-in-ankara-on-june-4-2026,21°C,108501385958155320180125197155224343970558656581426583001149179436110410261690,depth_imbalance_1,120,0,0,,,,,,
highest-temperature-in-ankara-on-june-4-2026,21°C,108501385958155320180125197155224343970558656581426583001149179436110410261690,depth_imbalance_1,600,0,0,,,,,,
highest-temperature-in-ankara-on-june-4-2026,22°C,70675637922990847097429811592705890755680730867279002221355594791920144596771,depth_imbalance_1,30,3629,36,-0.11881839572275937,1.0,0.0015000000000000002,,0.9900799118214384,-0.00010204982736269237
highest-temperature-in-ankara-on-june-4-2026,22°C,70675637922990847097429811592705890755680730867279002221355594791920144596771,depth_imbalance_1,120,3622,95,-0.22346878307396334,1.0,0.0014999999999999998,,0.973771397018222,-0.0002986393139222689
highest-temperature-in-ankara-on-june-4-2026,22°C,70675637922990847097429811592705890755680730867279002221355594791920144596771,depth_imbalance_1,600,3540,205,-0.3706769339528569,1.0,0.0015,,0.942090395480226,-0.0008091906852452758
highest-temperature-in-ankara-on-june-4-2026,23°C,107456730293599419972506174218083441803507424264530882120946046386073264561844,depth_imbalance_1,30,3446,67,0.21499583421113255,0.9253731343283582,0.00235483870967742,0.0005000000000000004,0.9805571677307022,0.00012816276202219483
highest-temperature-in-ankara-on-june-4-2026,23°C,107456730293599419972506174218083441803507424264530882120946046386073264561844,depth_imbalance_1,120,3434,166,0.3097917265678965,0.8795180722891566,0.0014589041095890414,0.0005000000000000004,0.9516598718695399,0.0005645134575569358
highest-temperature-in-ankara-on-june-4-2026,23°C,107456730293599419972506174218083441803507424264530882120946046386073264561844,depth_imbalance_1,600,3327,441,0.3185662708571143,0.6961451247165533,0.0016254071661237787,0.0005000000000000004,0.8674481514878268,0.0016935037627268702
highest-temperature-in-ankara-on-june-4-2026,24°C,169681829566072841999365229091426885345649518755593669971106567657218746205,depth_imbalance_1,30,8363,179,-0.014629387021177121,0.659217877094972,0.0008940677966101696,0.0024836065573770496,0.9785961975367691,-6.399683711122828e-05
highest-temperature-in-ankara-on-june-4-2026,24°C,169681829566072841999365229091426885345649518755593669971106567657218746205,depth_imbalance_1,120,8337,547,-0.09462278832191685,0.7586837294332724,0.0008819277108433737,0.002026515151515152,0.934388868897685,-9.648675953116844e-05
highest-temperature-in-ankara-on-june-4-2026,24°C,169681829566072841999365229091426885345649518755593669971106567657218746205,depth_imbalance_1,600,8196,1307,-0.12388614684508632,0.6717674062739097,0.0014128701594533029,0.0009743589743589742,0.8405319668130795,-0.00013868337002697752
highest-temperature-in-ankara-on-june-4-2026,25°C,16057123744177000303744388420226896729845443482691220366754083028483838310883,depth_imbalance_1,30,13196,2844,0.053205763895592735,0.5080872011251758,0.003834602076124567,0.00501215153681201,0.7800848742043043,0.00029886393882830564
highest-temperature-in-ankara-on-june-4-2026,25°C,16057123744177000303744388420226896729845443482691220366754083028483838310883,depth_imbalance_1,120,13126,5033,0.0076703234083882,0.4480429167494536,0.005273835920177384,0.005987401007919369,0.6101630351973183,0.00034380204437796055
highest-temperature-in-ankara-on-june-4-2026,25°C,16057123744177000303744388420226896729845443482691220366754083028483838310883,depth_imbalance_1,600,12854,7516,0.09074409538919737,0.523682810005322,0.008282647357723579,0.01063142458100559,0.4046211296094601,0.004132118259951713
highest-temperature-in-ankara-on-june-4-2026,26°C,86780675127519916152834994893925898752842640652708377086829577812186639972389,depth_imbalance_1,30,23736,6041,0.1489376363056184,0.6025492468134415,0.010756456043956046,0.009909829237817577,0.7443545669025952,0.0014611484586310574
highest-temperature-in-ankara-on-june-4-2026,26°C,86780675127519916152834994893925898752842640652708377086829577812186639972389,depth_imbalance_1,120,23253,8446,0.1359638552303828,0.5781434998816007,0.025193016588163017,0.02028838057816447,0.6367780501440674,0.0047031901775525095
highest-temperature-in-ankara-on-june-4-2026,26°C,86780675127519916152834994893925898752842640652708377086829577812186639972389,depth_imbalance_1,600,21473,12577,0.17747240168058104,0.5616601733322732,0.029443020951302388,0.04126247052421549,0.41270432636334003,-0.000599555689916112
highest-temperature-in-ankara-on-june-4-2026,27°C,41154774664333075778755243830937124246302367886840239186563272170165110001315,depth_imbalance_1,30,43300,19467,0.13406221898627285,0.5811373092926491,0.0177163440289932,0.018286730439048323,0.5469284064665128,0.002481011119004512
highest-temperature-in-ankara-on-june-4-2026,27°C,41154774664333075778755243830937124246302367886840239186563272170165110001315,depth_imbalance_1,120,43221,25176,0.013182060883965566,0.519343819510645,0.02548107074569789,0.03013428642260969,0.4133870109437542,-0.00439636362824835
highest-temperature-in-ankara-on-june-4-2026,27°C,41154774664333075778755243830937124246302367886840239186563272170165110001315,depth_imbalance_1,600,40868,32037,-0.08037132927813494,0.5066017417361176,0.041030191004313,0.04877048143227683,0.2116570421845943,-0.016647301373399856
highest-temperature-in-ankara-on-june-4-2026,28°C,59588768467737098749504629120315445599577671685427563474515633361917795999021,depth_imbalance_1,30,37874,24610,0.13859567885684185,0.5626168224299065,0.016241513794597717,0.015934596804162024,0.34464276284522366,0.006942037252350531
highest-temperature-in-ankara-on-june-4-2026,28°C,59588768467737098749504629120315445599577671685427563474515633361917795999021,depth_imbalance_1,120,37736,29349,0.12533692195061621,0.5493202494122458,0.02343629822602655,0.02542488848567324,0.2167691329234683,0.009721478113389841
highest-temperature-in-ankara-on-june-4-2026,28°C,59588768467737098749504629120315445599577671685427563474515633361917795999021,depth_imbalance_1,600,34631,30188,0.04076869129412561,0.5287531469458063,0.05535647162009773,0.06212111626599184,0.12179838872686322,0.013802687971467805
highest-temperature-in-ankara-on-june-4-2026,29°C,27440717019932418852794038597081448833457123967785378639654629562202826558795,depth_imbalance_1,30,29422,10883,0.1308188179796103,0.5933106680143343,0.005947653709152857,0.0050290329868956166,0.6298008293113996,0.0012850680698152004
highest-temperature-in-ankara-on-june-4-2026,29°C,27440717019932418852794038597081448833457123967785378639654629562202826558795,depth_imbalance_1,120,29377,16637,0.21359540838794222,0.6087034922161447,0.009309963464007111,0.006504070660522273,0.4332981584232563,0.0038542625769147866
highest-temperature-in-ankara-on-june-4-2026,29°C,27440717019932418852794038597081448833457123967785378639654629562202826558795,depth_imbalance_1,600,27903,21921,0.18330881607681276,0.7006067241457963,0.015144843078525852,0.018287901874142923,0.21399132709744473,-0.0022091732360527217
highest-temperature-in-ankara-on-june-4-2026,30°C or higher,56143248465395865376214348992663852241986645832785795597086098514009164773003,depth_imbalance_1,30,12197,2652,0.07950849130295676,0.48981900452488686,0.0061528098537336415,0.0028832224685883217,0.7798639009592523,0.0008692301165050195
highest-temperature-in-ankara-on-june-4-2026,30°C or higher,56143248465395865376214348992663852241986645832785795597086098514009164773003,depth_imbalance_1,120,12078,5159,0.25451613983124594,0.6454739290560186,0.006876576576576577,0.004709130672498635,0.5701275045537341,0.00219652396859646
highest-temperature-in-ankara-on-june-4-2026,30°C or higher,56143248465395865376214348992663852241986645832785795597086098514009164773003,depth_imbalance_1,600,10631,6865,0.5378661694559083,0.7557174071376548,0.011650057825751734,0.008874478234943356,0.35114288401843663,0.014750423433744414
highest-temperature-in-mexico-city-on-june-4-2026,16°C or below,107285649793387284523499473547837006162325969952591208253772643336499039111224,depth_imbalance_1,30,0,0,,,,,,
highest-temperature-in-mexico-city-on-june-4-2026,16°C or below,107285649793387284523499473547837006162325969952591208253772643336499039111224,depth_imbalance_1,120,0,0,,,,,,
highest-temperature-in-mexico-city-on-june-4-2026,16°C or below,107285649793387284523499473547837006162325969952591208253772643336499039111224,depth_imbalance_1,600,0,0,,,,,,
highest-temperature-in-mexico-city-on-june-4-2026,17°C,60506137855568947178848630313406139096566698026887953866881062522186198711918,depth_imbalance_1,30,0,0,,,,,,
highest-temperature-in-mexico-city-on-june-4-2026,17°C,60506137855568947178848630313406139096566698026887953866881062522186198711918,depth_imbalance_1,120,0,0,,,,,,
highest-temperature-in-mexico-city-on-june-4-2026,17°C,60506137855568947178848630313406139096566698026887953866881062522186198711918,depth_imbalance_1,600,0,0,,,,,,
highest-temperature-in-mexico-city-on-june-4-2026,18°C,58958294460524678691615677875136580999448069767465621014273604614699058221048,depth_imbalance_1,30,0,0,,,,,,
highest-temperature-in-mexico-city-on-june-4-2026,18°C,58958294460524678691615677875136580999448069767465621014273604614699058221048,depth_imbalance_1,120,0,0,,,,,,
highest-temperature-in-mexico-city-on-june-4-2026,18°C,58958294460524678691615677875136580999448069767465621014273604614699058221048,depth_imbalance_1,600,0,0,,,,,,
highest-temperature-in-mexico-city-on-june-4-2026,19°C,49882148489963668911952118675048461762532433391465483528963737990223399486121,depth_imbalance_1,30,12918,599,0.19801625793278668,0.7662771285475793,0.0005337690631808281,0.0005107142857142858,0.9536305929710481,7.44147967877755e-05
highest-temperature-in-mexico-city-on-june-4-2026,19°C,49882148489963668911952118675048461762532433391465483528963737990223399486121,depth_imbalance_1,120,12875,719,0.15511405575845522,0.7677329624478443,0.0006413043478260871,0.0005838323353293414,0.9441553398058252,5.7890074962700973e-05
