event_slug,city,event_date,cohort,sample_activity,token_id,factor,horizon_seconds,lifecycle_bucket,rows,valid_rows,coverage,zero_rate,ic,crossing_markout
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,24133300007869762404344854438170702392970357212391514489037647120294280117959,microprice_minus_mid,900,all,123583,120904,0.9783222611524238,0.3295755309998014,0.1085900540859641,-0.0102732672693555
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,24133300007869762404344854438170702392970357212391514489037647120294280117959,microprice_minus_mid,900,6-24h,66893,64214,0.9599509664688384,0.27909801600897,0.048434444398294,-0.0094337449777307
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,24133300007869762404344854438170702392970357212391514489037647120294280117959,microprice_minus_mid,900,>24h,56690,56690,1.0,0.3867525136708414,0.1831460094309324,-0.0112260949485665
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,30,all,165423,165035,0.9976544978630542,0.7077589602205593,0.1069865880503662,-0.0157462059546238
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,30,6-24h,108601,108213,0.9964272888831596,0.6768318039422251,0.0960793089870774,-0.0165611198003947
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,30,>24h,56822,56822,1.0,0.7666572806307416,0.1340997363983176,-0.0141995759342698
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,60,all,165423,164912,0.996910949505208,0.6294084117589988,0.1163389650738209,-0.0156153620853774
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,60,6-24h,108601,108090,0.9952947026270476,0.5970672587658433,0.1030634681108293,-0.0164715674486666
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,60,>24h,56822,56822,1.0,0.6909295695329274,0.1469674887913381,-0.0139922254616132
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,120,all,165423,164611,0.9950913718164948,0.5464640880621586,0.1272913208268533,-0.0152672221441103
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,120,6-24h,108601,107789,0.9925230891059936,0.5135032331685051,0.1215129841148553,-0.0160586981717575
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,120,>24h,56822,56822,1.0,0.6089894759072191,0.1411830091957811,-0.0137710045056983
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,300,all,165423,163728,0.9897535409223628,0.3912647806117463,0.1861514929740295,-0.0141057928703134
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,300,6-24h,108601,106906,0.9843924089096784,0.3513553963294857,0.1583447052623793,-0.0149170397248009
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,300,>24h,56822,56822,1.0,0.4663510612086868,0.243142550039864,-0.0125848573195511
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,600,all,165423,163288,0.9870936931381972,0.272408260251825,0.2265026177689776,-0.0126110994699864
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,600,6-24h,108601,106466,0.9803408808390346,0.2160501944282681,0.191066772509647,-0.0131397529929494
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,600,>24h,56822,56822,1.0,0.37800499806413,0.2973659392515677,-0.0116240833995935
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,900,all,165423,160191,0.9683719918028328,0.2057231679682379,0.2526899334122784,-0.0106546716259432
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,900,6-24h,108601,103369,0.9518236480327068,0.1443566252938501,0.2146405934106579,-0.0106444456360658
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,depth_imbalance_1,900,>24h,56822,56822,1.0,0.3173594734433846,0.3308277900551793,-0.0106732043466737
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,30,all,165423,165035,0.9976544978630542,0.7077589602205593,0.1078406664004805,-0.0157540128435341
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,30,6-24h,108601,108213,0.9964272888831596,0.6768318039422251,0.0967502645802718,-0.0165604474281251
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,30,>24h,56822,56822,1.0,0.7666572806307416,0.1355511675344985,-0.014225373213247
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,60,all,165423,164912,0.996910949505208,0.6294084117589988,0.1100933734262209,-0.0156249192870457
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,60,6-24h,108601,108090,0.9952947026270476,0.5970672587658433,0.0964887054954158,-0.016472869443798
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,60,>24h,56822,56822,1.0,0.6909295695329274,0.1453562064653963,-0.0140194229515131
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,120,all,165423,164611,0.9950913718164948,0.5464640880621586,0.1117714940375952,-0.015278241924558
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,120,6-24h,108601,107789,0.9925230891059936,0.5135032331685051,0.1088533233038224,-0.0160623483066353
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,120,>24h,56822,56822,1.0,0.6089894759072191,0.124904911968869,-0.0137977862770326
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,300,all,165423,163728,0.9897535409223628,0.3912647806117463,0.1503146342320848,-0.0141207862410877
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,300,6-24h,108601,106906,0.9843924089096784,0.3513553963294857,0.1318070234091608,-0.0149213345130411
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,300,>24h,56822,56822,1.0,0.4663510612086868,0.2016618658146434,-0.0126217459506142
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,600,all,165423,163288,0.9870936931381972,0.272408260251825,0.1951751345164301,-0.0126652352065363
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,600,6-24h,108601,106466,0.9803408808390346,0.2160501944282681,0.1756692167671495,-0.0131860946493889
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,600,>24h,56822,56822,1.0,0.37800499806413,0.243575365347564,-0.0116939563247968
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,900,all,165423,160191,0.9683719918028328,0.2057231679682379,0.2475999275321099,-0.0106946111727849
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,900,6-24h,108601,103369,0.9518236480327068,0.1443566252938501,0.2391414230856902,-0.010663698590123
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,58863942159920833197507649169917081121385953346598633101620886908556309249696,microprice_minus_mid,900,>24h,56822,56822,1.0,0.3173594734433846,0.2668112172142925,-0.0107505684121472
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,30,all,199104,198603,0.9974837270973964,0.5831382204699829,0.0924644092988023,-0.024879035883603
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,30,6-24h,129980,129716,0.9979689182951224,0.533658145487064,0.0865044027360101,-0.0294024395968953
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,30,>24h,69124,68887,0.9965713789711244,0.676310479480889,0.1044615866418593,-0.0163691562647197
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,60,all,199104,198357,0.9962481918997108,0.4981926526414495,0.0776737297002038,-0.0256260020975622
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,60,6-24h,129980,129752,0.9982458839821512,0.444147296380788,0.0419535593228056,-0.030678630947258
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,60,>24h,69124,68605,0.9924917539494242,0.6004081335179652,0.1260002259647492,-0.0160806456380997
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,120,all,199104,198111,0.9950126567020252,0.4103103815537754,0.0594438012662969,-0.0278628232907657
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,120,6-24h,129980,129432,0.9957839667641176,0.363503615798257,-0.0011772717906142,-0.0343098532445427
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,120,>24h,69124,68679,0.9935622938487356,0.4985221101064372,0.1473277819225304,-0.0157269519253484
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,300,all,199104,198133,0.9951231517197042,0.3028420303533485,0.0544160584829454,-0.0285468779610839
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,300,6-24h,129980,129075,0.9930373903677489,0.2733372070501646,-0.0273516773639412,-0.0357917315588276
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,300,>24h,69124,69058,0.9990451941438574,0.3579889368357033,0.1736159209895967,-0.0150230519623533
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,600,all,199104,197809,0.993495861459338,0.2082918370751583,0.0841665097445938,-0.0283019509667622
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,600,6-24h,129980,128760,0.9906139406062472,0.1868049083566325,0.023187864420477,-0.0358268167876938
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,600,>24h,69124,69049,0.9989149933452924,0.2483598603889991,0.1652825901192113,-0.0142870568886017
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,900,all,199104,198268,0.9958011893281904,0.1842960033893518,0.1206800530667722,-0.0257030725370567
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,900,6-24h,129980,129314,0.9948761347899676,0.1690226889586587,0.0711934079338655,-0.0324452081681361
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,depth_imbalance_1,900,>24h,69124,68954,0.997540651582663,0.2129390608231574,0.1970405523740477,-0.0130747172918841
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,30,all,199104,198603,0.9974837270973964,0.5831382204699829,0.0661537754275286,-0.0248843502784593
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,30,6-24h,129980,129716,0.9979689182951224,0.533658145487064,0.0493118713263367,-0.0293996612444971
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,30,>24h,69124,68887,0.9965713789711244,0.676310479480889,0.0969806983630319,-0.0164173326307777
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,60,all,199104,198357,0.9962481918997108,0.4981926526414495,0.0507574701610483,-0.0256336216563366
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,60,6-24h,129980,129752,0.9982458839821512,0.444147296380788,0.01347577106673,-0.0306795172919657
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,60,>24h,69124,68605,0.9924917539494242,0.6004081335179652,0.114331500773769,-0.0161297766019988
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,120,all,199104,198111,0.9950126567020252,0.4103103815537754,0.0245848497283299,-0.0278495988690761
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,120,6-24h,129980,129432,0.9957839667641176,0.363503615798257,-0.0290013254010064,-0.0342771567369672
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,120,>24h,69124,68679,0.9935622938487356,0.4985221101064372,0.1261880994183843,-0.0157867692398038
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,300,all,199104,198133,0.9951231517197042,0.3028420303533485,0.0239966776097069,-0.0285236671293272
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,300,6-24h,129980,129075,0.9930373903677489,0.2733372070501646,-0.0346322260463168,-0.035743486958227
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,300,>24h,69124,69058,0.9990451941438574,0.3579889368357033,0.1326967042845305,-0.015086578190472
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,600,all,199104,197809,0.993495861459338,0.2082918370751583,0.0659371303267831,-0.0282498875508576
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,600,6-24h,129980,128760,0.9906139406062472,0.1868049083566325,0.0310978500993071,-0.0357455646429694
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,600,>24h,69124,69049,0.9989149933452924,0.2483598603889991,0.1206487742359378,-0.0143320337597103
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,900,all,199104,198268,0.9958011893281904,0.1842960033893518,0.0898946319299766,-0.0256799411533734
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,900,6-24h,129980,129314,0.9948761347899676,0.1690226889586587,0.0520518543449641,-0.0324021133156897
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,34806323215203334532557278909277790811364966909995113933740051356946374129841,microprice_minus_mid,900,>24h,69124,68954,0.997540651582663,0.2129390608231574,0.1538673801412862,-0.0131265261957332
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,30,all,263136,262264,0.9966861242855406,0.4852248116401794,0.1444097846412617,-0.0353919140602276
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,30,6-24h,205003,204131,0.9957464037111652,0.4450720370742317,0.1525829867333728,-0.0412261484010991
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,30,>24h,58133,58133,1.0,0.6262191870366229,0.1013354975841255,-0.0148181139958221
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,60,all,263136,261744,0.9947099598686612,0.4007961978116022,0.1105195511591947,-0.036458776967794
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,60,6-24h,205003,203611,0.9932098554655298,0.3646021089233882,0.1071266428085107,-0.042660684609511
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,60,>24h,58133,58133,1.0,0.5275660984294634,0.1284262244491903,-0.0146440483086699
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,120,all,263136,258018,0.9805499817584824,0.3205551550667008,0.1058233077463243,-0.0379195037347996
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,120,6-24h,205003,199885,0.9750345116900728,0.2946794406783901,0.0950769293748441,-0.044758471086983
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,120,>24h,58133,58133,1.0,0.4095264307708186,0.159546558393383,-0.0143020345112082
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,300,all,263136,254992,0.9690502249787182,0.2103830708414381,0.0797849238489329,-0.0396016390827517
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,300,6-24h,205003,196859,0.9602737520914328,0.1962673791901818,0.0637869278671519,-0.0471912087231594
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,300,>24h,58133,58133,1.0,0.2581838198613524,0.1578522354735873,-0.0137844190496252
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,600,all,263136,261545,0.993953696947586,0.1130933491368598,0.1421047244191831,-0.03471763994431
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,600,6-24h,205003,203412,0.9922391379638348,0.1010953139441134,0.1460634100233836,-0.0407864650723631
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,600,>24h,58133,58133,1.0,0.1550754304783857,0.1400187064478727,-0.0133929643477802
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,900,all,263136,260827,0.9912250699258178,0.0691186111867253,0.170692818017853,-0.0280596679653223
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,900,6-24h,205003,202694,0.9887367501938996,0.062725092997326,0.1828831926567169,-0.0322429958085153
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,depth_imbalance_1,900,>24h,58133,58133,1.0,0.0914110746047855,0.1216571209174103,-0.0134130637035476
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,30,all,263136,262264,0.9966861242855406,0.4852248116401794,0.1355854113916378,-0.0354099035170826
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,30,6-24h,205003,204131,0.9957464037111652,0.4450720370742317,0.1426641788290518,-0.0412750086999751
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,30,>24h,58133,58133,1.0,0.6262191870366229,0.0949930019607384,-0.0148725911741665
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,60,all,263136,261744,0.9947099598686612,0.4007961978116022,0.0722136238618977,-0.0364719490553463
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,60,6-24h,205003,203611,0.9932098554655298,0.3646021089233882,0.0651946100754603,-0.0427055582414186
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,60,>24h,58133,58133,1.0,0.5275660984294634,0.1217467960634397,-0.0146997301766907
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,120,all,263136,258018,0.9805499817584824,0.3205551550667008,0.0316849327547423,-0.037928512193684
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,120,6-24h,205003,199885,0.9750345116900728,0.2946794406783901,0.0147689051456516,-0.0448012081831565
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,120,>24h,58133,58133,1.0,0.4095264307708186,0.1381571853919779,-0.0143607102445817
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,300,all,263136,254992,0.9690502249787182,0.2103830708414381,0.0123234416435751,-0.0396038682689019
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,300,6-24h,205003,196859,0.9602737520914328,0.1962673791901818,-0.0125206739397621,-0.0472296391925251
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,300,>24h,58133,58133,1.0,0.2581838198613524,0.1256834574110937,-0.0138456349551745
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,600,all,263136,261545,0.993953696947586,0.1130933491368598,0.1091130516947962,-0.0346660959833719
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,600,6-24h,205003,203412,0.9922391379638348,0.1010953139441134,0.1085586451341864,-0.0407466410221869
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,600,>24h,58133,58133,1.0,0.1550754304783857,0.1068379241740472,-0.0134502915832535
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,900,all,263136,260827,0.9912250699258178,0.0691186111867253,0.1371761639153214,-0.0280184496751037
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,900,6-24h,205003,202694,0.9887367501938996,0.062725092997326,0.1398433253110135,-0.0322084731165566
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,42691837680008992677195399875219560152155740227334783675210997620435069186110,microprice_minus_mid,900,>24h,58133,58133,1.0,0.0914110746047855,0.0987051636443862,-0.0134513621725128
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,81081768334534254357686951193481559859016379795184513449841997268079468087385,depth_imbalance_1,30,all,162625,162599,0.9998401229823212,0.6102682058315242,0.0146878122544723,-0.0140144164391364
highest-temperature-in-seattle-on-june-6-2026,Seattle,2026-06-06,clean,high,81081768334534254357686951193481559859016379795184513449841997268079468087385,depth_imbalance_1,30,6-24h,122051,122025,0.9997869742976296,0.5404220446629789,0.0169481837416184,-0.0167079881387991
