event_slug,city,event_date,cohort,market_index,token_id,reason
highest-temperature-in-hong-kong-on-june-6-2026,Hong Kong,2026-06-06,clean,10,101343340295475857688992933436848292540455927071968895145913459559874890662371,no ranking observations
