event_slug,city,event_date,cohort,timestamp,lifecycle_bucket,expected_outcomes,observable_outcomes,valid_outcomes,complete_outcomes,sum_mid,sum_deviation,max_bbo_age_seconds,median_bbo_age_seconds,max_spread,median_spread,outcome_source_span_seconds,event_has_tick_size_conflict,sum_best_bid,sum_best_ask
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:13:00+00:00,>24h,11,11,11,True,5.369999999999999,4.369999999999999,47.997,26.023,0.98,0.98,47.279,False,0.14,10.6
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:14:00+00:00,>24h,11,11,11,True,4.205,3.205,60.718,39.262,0.98,0.69,21.857,False,0.15000000000000002,8.26
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:15:00+00:00,>24h,11,11,11,True,4.135,3.135,120.718,98.861,0.98,0.69,119.057,False,0.15000000000000002,8.12
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:16:00+00:00,>24h,11,11,11,True,4.13,3.13,180.718,6.335,0.98,0.6799999999999999,175.027,False,0.15000000000000002,8.11
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:18:00+00:00,>24h,11,11,11,True,2.765,1.7650000000000001,300.718,12.248,0.98,0.32,298.071,False,0.37000000000000005,5.16
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:17:00+00:00,>24h,11,11,11,True,2.715,1.7149999999999999,240.718,19.155,0.98,0.32,239.107,False,0.27,5.16
highest-temperature-in-buenos-aires-on-june-9-2026,Buenos Aires,2026-06-09,clean,2026-06-08 01:07:00+00:00,>24h,11,11,11,True,2.58,1.58,57.756,32.975,0.9299999999999999,0.060000000000000005,43.413,False,0.14,5.0200000000000005
highest-temperature-in-buenos-aires-on-june-9-2026,Buenos Aires,2026-06-09,clean,2026-06-08 01:08:00+00:00,>24h,11,11,11,True,2.5700000000000003,1.5700000000000003,117.756,9.219,0.9299999999999999,0.060000000000000005,113.207,False,0.14,5.000000000000001
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:19:00+00:00,>24h,11,11,11,True,2.55,1.5499999999999998,360.718,51.67,0.98,0.28,314.665,False,0.37000000000000005,4.73
highest-temperature-in-cape-town-on-june-8-2026,Cape Town,2026-06-08,clean,2026-06-06 19:24:00+00:00,>24h,11,11,7,False,2.48,1.48,29.661,29.568,0.69,0.6799999999999999,4.864,False,0.08999999999999998,4.870000000000001
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:20:00+00:00,>24h,11,11,11,True,2.16,1.1600000000000001,420.718,108.792,0.98,0.23,412.775,False,0.37000000000000005,3.95
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:22:00+00:00,>24h,11,11,11,True,2.14,1.1400000000000001,540.718,30.34,0.98,0.23,522.574,False,0.38000000000000006,3.9000000000000004
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:21:00+00:00,>24h,11,11,11,True,2.135,1.1349999999999998,480.718,15.783,0.98,0.23,480.544,False,0.37000000000000005,3.9000000000000004
highest-temperature-in-tokyo-on-june-10-2026,Tokyo,2026-06-10,clean,2026-06-08 04:12:00+00:00,>24h,11,11,10,False,2.135,1.1349999999999998,71.801,41.971999999999994,0.97,0.37,70.385,False,0.13,4.140000000000001
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:31:00+00:00,>24h,11,11,11,True,2.04,1.04,1080.718,97.361,0.98,0.19,1080.554,False,0.47000000000000003,3.6100000000000003
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:30:00+00:00,>24h,11,11,11,True,2.035,1.0350000000000001,1020.718,51.569,0.98,0.19,990.404,False,0.46,3.6100000000000003
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:24:00+00:00,>24h,11,11,11,True,2.0300000000000002,1.0300000000000002,660.718,23.159,0.98,0.21,648.338,False,0.38000000000000006,3.6799999999999997
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:26:00+00:00,>24h,11,11,11,True,2.0300000000000002,1.0300000000000002,780.718,137.382,0.98,0.21,778.34,False,0.38000000000000006,3.6799999999999997
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:25:00+00:00,>24h,11,11,11,True,2.0300000000000002,1.0300000000000002,720.718,77.382,0.98,0.21,719.594,False,0.38000000000000006,3.6799999999999997
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:27:00+00:00,>24h,11,11,11,True,2.0250000000000004,1.0250000000000004,840.718,0.039,0.98,0.2,840.697,False,0.4000000000000001,3.6500000000000004
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:29:00+00:00,>24h,11,11,11,True,2.02,1.02,960.718,42.739,0.98,0.19,935.224,False,0.43,3.6100000000000003
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:28:00+00:00,>24h,11,11,11,True,2.02,1.02,900.718,40.854,0.98,0.19,897.266,False,0.43,3.6100000000000003
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:32:00+00:00,>24h,11,11,10,False,2.0109999999999997,1.0109999999999997,540.277,15.867,0.7999999999999999,0.27,538.317,False,0.674,3.348
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:31:00+00:00,>24h,11,11,10,False,1.9995,0.9995,480.277,59.7565,0.7999999999999999,0.27,478.536,False,0.672,3.3270000000000004
highest-temperature-in-tokyo-on-june-10-2026,Tokyo,2026-06-10,clean,2026-06-08 04:16:00+00:00,>24h,11,11,10,False,1.9899999999999998,0.9899999999999998,311.801,2.409,0.6799999999999999,0.365,309.971,False,0.15,3.8299999999999996
highest-temperature-in-tokyo-on-june-10-2026,Tokyo,2026-06-10,clean,2026-06-08 04:13:00+00:00,>24h,11,11,10,False,1.9899999999999998,0.9899999999999998,131.801,51.6435,0.6799999999999999,0.365,91.955,False,0.15,3.8299999999999996
highest-temperature-in-tokyo-on-june-10-2026,Tokyo,2026-06-10,clean,2026-06-08 04:14:00+00:00,>24h,11,11,10,False,1.9899999999999998,0.9899999999999998,191.801,21.874499999999998,0.6799999999999999,0.365,184.041,False,0.15,3.8299999999999996
highest-temperature-in-tokyo-on-june-10-2026,Tokyo,2026-06-10,clean,2026-06-08 04:15:00+00:00,>24h,11,11,10,False,1.9899999999999998,0.9899999999999998,251.801,78.674,0.6799999999999999,0.365,239.28,False,0.15,3.8299999999999996
highest-temperature-in-amsterdam-on-june-8-2026,Amsterdam,2026-06-08,clean,2026-06-06 19:18:00+00:00,>24h,11,11,1,False,0.015,-0.985,2.049,2.049,0.01,0.01,0.0,False,0.01,0.02
highest-temperature-in-buenos-aires-on-june-9-2026,Buenos Aires,2026-06-09,clean,2026-06-08 01:09:00+00:00,>24h,11,11,11,True,1.98,0.98,135.444,8.711,0.69,0.060000000000000005,127.414,False,0.14,3.8199999999999994
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,clean,2026-06-05 04:38:00+00:00,>24h,11,11,9,False,1.9749999999999999,0.9749999999999999,20.882,16.336,0.78,0.38,20.256,False,0.18,3.7699999999999996
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:24:00+00:00,>24h,11,11,11,True,1.965,0.9650000000000001,1090.179,25.606,0.36,0.17,1089.907,False,0.91,3.0199999999999996
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:23:00+00:00,>24h,11,11,11,True,1.965,0.9650000000000001,600.718,25.448,0.98,0.16999999999999998,589.338,False,0.38000000000000006,3.55
highest-temperature-in-paris-on-june-10-2026,Paris,2026-06-10,clean,2026-06-08 05:06:00+00:00,>24h,11,11,1,False,0.04,-0.96,1.107,1.107,0.060000000000000005,0.060000000000000005,0.0,False,0.01,0.07
highest-temperature-in-denver-on-june-6-2026,Denver,2026-06-06,clean,2026-06-06 22:17:00+00:00,6-24h,11,11,11,True,1.9260000000000002,0.9260000000000002,36525.337,9098.975,0.17000000000000004,0.0010000000000000009,36522.727,False,1.781,2.0710000000000006
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:21:00+00:00,>24h,11,11,11,True,1.9200000000000002,0.9200000000000002,910.179,11.203,0.36,0.21000000000000002,904.925,False,0.7500000000000001,3.09
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:23:00+00:00,>24h,11,11,11,True,1.9200000000000002,0.9200000000000002,1030.179,6.861,0.36,0.21000000000000002,1024.202,False,0.7900000000000001,3.05
highest-temperature-in-tokyo-on-june-10-2026,Tokyo,2026-06-10,clean,2026-06-08 04:11:00+00:00,>24h,11,11,2,False,0.08,-0.92,11.801,10.153500000000001,0.060000000000000005,0.060000000000000005,3.295,False,0.02,0.14
highest-temperature-in-denver-on-june-6-2026,Denver,2026-06-06,clean,2026-06-06 22:19:00+00:00,6-24h,11,11,11,True,1.9195,0.9195,36645.337,9218.975,0.17000000000000004,0.0010000000000000009,36533.312,False,1.7710000000000001,2.0680000000000005
highest-temperature-in-denver-on-june-6-2026,Denver,2026-06-06,clean,2026-06-06 22:21:00+00:00,6-24h,11,11,11,True,1.9195,0.9195,36765.337,9338.975,0.17000000000000004,0.0010000000000000009,36533.312,False,1.7710000000000001,2.0680000000000005
highest-temperature-in-denver-on-june-6-2026,Denver,2026-06-06,clean,2026-06-06 22:20:00+00:00,6-24h,11,11,11,True,1.9195,0.9195,36705.337,9278.975,0.17000000000000004,0.0010000000000000009,36533.312,False,1.7710000000000001,2.0680000000000005
highest-temperature-in-denver-on-june-6-2026,Denver,2026-06-06,clean,2026-06-06 22:18:00+00:00,6-24h,11,11,11,True,1.9195,0.9195,36585.337,9158.975,0.17000000000000004,0.0010000000000000009,36533.312,False,1.7710000000000001,2.0680000000000005
highest-temperature-in-denver-on-june-6-2026,Denver,2026-06-06,clean,2026-06-06 22:15:00+00:00,6-24h,11,11,11,True,1.9145,0.9145000000000001,36405.337,8978.975,0.17000000000000004,0.0010000000000000009,36403.298,False,1.768,2.0610000000000004
highest-temperature-in-denver-on-june-6-2026,Denver,2026-06-06,clean,2026-06-06 22:16:00+00:00,6-24h,11,11,11,True,1.9125,0.9125000000000001,36465.337,9038.975,0.17000000000000004,0.0010000000000000009,36465.326,False,1.761,2.0640000000000005
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:15:00+00:00,>24h,11,11,11,True,1.9100000000000004,0.9100000000000004,550.179,13.128,0.36,0.26,549.643,False,0.5700000000000001,3.2499999999999996
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:18:00+00:00,>24h,11,11,11,True,1.9100000000000001,0.9100000000000001,730.179,10.668,0.36,0.22,724.25,False,0.68,3.1399999999999997
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:22:00+00:00,>24h,11,11,11,True,1.9100000000000001,0.9100000000000001,970.179,24.653,0.36,0.21000000000000002,966.829,False,0.7500000000000001,3.0699999999999994
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:20:00+00:00,>24h,11,11,11,True,1.905,0.905,850.179,26.204,0.36,0.22,846.67,False,0.7300000000000001,3.08
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:17:00+00:00,>24h,11,11,11,True,1.905,0.905,670.179,28.083,0.36,0.23,660.109,False,0.65,3.16
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:16:00+00:00,>24h,11,11,11,True,1.9000000000000001,0.9000000000000001,610.179,8.461,0.36,0.25,608.788,False,0.5900000000000001,3.21
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:34:00+00:00,>24h,11,11,11,True,1.9,0.8999999999999999,660.277,1.88,0.7999999999999999,0.25,660.267,False,0.713,3.087
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:33:00+00:00,>24h,11,11,11,True,1.896,0.8959999999999999,600.277,14.801,0.7999999999999999,0.26,599.627,False,0.683,3.1089999999999995
highest-temperature-in-helsinki-on-june-7-2026,Helsinki,2026-06-07,degraded,2026-06-06 04:52:00+00:00,>24h,11,11,1,False,0.11,-0.89,13.973,13.973,0.19999999999999998,0.19999999999999998,0.0,False,0.01,0.21
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:19:00+00:00,>24h,11,11,11,True,1.8800000000000001,0.8800000000000001,790.179,22.613,0.36,0.22,784.99,False,0.68,3.08
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:30:00+00:00,>24h,11,11,10,False,1.88,0.8799999999999999,420.277,24.125,0.7999999999999999,0.2895,419.612,False,0.41200000000000003,3.348
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:29:00+00:00,>24h,11,11,10,False,1.8699999999999999,0.8699999999999999,360.277,3.5465,0.7999999999999999,0.2895,359.828,False,0.402,3.338
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:14:00+00:00,>24h,11,11,11,True,1.835,0.835,490.179,13.337,0.36,0.27999999999999997,485.686,False,0.38,3.2899999999999996
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,clean,2026-06-05 04:40:00+00:00,>24h,11,11,9,False,1.83,0.8300000000000001,16.379,6.08,0.35,0.14,15.23,False,1.05,2.61
highest-temperature-in-paris-on-june-10-2026,Paris,2026-06-10,clean,2026-06-08 05:10:00+00:00,>24h,11,11,11,True,1.82,0.8200000000000001,83.69,45.804,0.63,0.060000000000000005,82.561,False,0.34,3.2999999999999994
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:15:00+00:00,>24h,11,11,9,False,1.81,0.81,212.84,3.014,0.36,0.32,209.843,False,0.29000000000000004,3.33
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:16:00+00:00,>24h,11,11,9,False,1.8050000000000002,0.8050000000000002,272.84,3.596,0.36,0.32,269.778,False,0.29000000000000004,3.32
highest-temperature-in-amsterdam-on-june-8-2026,Amsterdam,2026-06-08,clean,2026-06-06 19:19:00+00:00,>24h,11,11,5,False,0.23500000000000001,-0.765,2.739,1.306,0.16999999999999998,0.01,2.659,False,0.05,0.42
highest-temperature-in-paris-on-june-10-2026,Paris,2026-06-10,clean,2026-06-08 05:09:00+00:00,>24h,11,11,11,True,1.765,0.7649999999999999,23.705,9.708,0.6799999999999999,0.060000000000000005,22.513,False,0.17000000000000004,3.3599999999999994
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:31:00+00:00,6-24h,11,11,11,True,1.7595,0.7595000000000001,78918.655,735.631,0.6900000000000001,0.006,78917.023,False,1.258,2.2609999999999997
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:12:00+00:00,>24h,11,11,11,True,1.7550000000000001,0.7550000000000001,370.179,10.493,0.36,0.29000000000000004,369.523,False,0.22,3.2899999999999996
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:32:00+00:00,6-24h,11,11,11,True,1.7545000000000002,0.7545000000000002,78978.655,795.631,0.6900000000000001,0.006,78977.501,False,1.258,2.251
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:22:00+00:00,>24h,11,11,9,False,1.75,0.75,632.84,18.398,0.36,0.27,614.467,False,0.45999999999999996,3.04
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,clean,2026-06-05 04:41:00+00:00,>24h,11,11,9,False,1.745,0.7450000000000001,76.379,15.039,0.35,0.10999999999999999,76.004,False,1.06,2.4299999999999997
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:20:00+00:00,>24h,11,11,9,False,1.7449999999999999,0.7449999999999999,512.84,54.138,0.36,0.27,512.456,False,0.44000000000000006,3.05
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:21:00+00:00,>24h,11,11,9,False,1.7449999999999999,0.7449999999999999,572.84,4.867,0.36,0.27,567.993,False,0.44000000000000006,3.05
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:29:00+00:00,6-24h,11,11,11,True,1.7365000000000002,0.7365000000000002,78798.655,615.631,0.6900000000000001,0.001,78798.382,False,1.1809999999999998,2.292
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:30:00+00:00,6-24h,11,11,11,True,1.7365,0.7364999999999999,78858.655,675.631,0.6900000000000001,0.001,78858.065,False,1.231,2.2419999999999995
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:26:00+00:00,6-24h,11,11,11,True,1.7364999999999997,0.7364999999999997,78618.655,435.631,0.6900000000000001,0.001,78618.511,False,1.171,2.302
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:25:00+00:00,6-24h,11,11,11,True,1.736,0.736,78558.655,375.631,0.6900000000000001,0.001,78557.428,False,1.2199999999999998,2.252
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:19:00+00:00,>24h,11,11,9,False,1.735,0.7350000000000001,452.84,11.693,0.36,0.28,441.159,False,0.42000000000000004,3.05
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:11:00+00:00,>24h,11,11,11,True,1.7349999999999999,0.7349999999999999,310.179,14.797,0.36,0.31,303.498,False,0.15,3.32
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:20:00+00:00,6-24h,11,11,11,True,1.7320000000000002,0.7320000000000002,78258.655,5612.933,0.6900000000000001,0.004,78235.237,False,1.1829999999999996,2.2809999999999997
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:24:00+00:00,6-24h,11,11,11,True,1.7320000000000002,0.7320000000000002,78498.655,5852.933,0.6900000000000001,0.004,78235.237,False,1.1829999999999996,2.2809999999999997
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:21:00+00:00,6-24h,11,11,11,True,1.7320000000000002,0.7320000000000002,78318.655,5672.933,0.6900000000000001,0.004,78235.237,False,1.1829999999999996,2.2809999999999997
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:22:00+00:00,6-24h,11,11,11,True,1.7320000000000002,0.7320000000000002,78378.655,5732.933,0.6900000000000001,0.004,78235.237,False,1.1829999999999996,2.2809999999999997
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:23:00+00:00,6-24h,11,11,11,True,1.7320000000000002,0.7320000000000002,78438.655,5792.933,0.6900000000000001,0.004,78235.237,False,1.1829999999999996,2.2809999999999997
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:27:00+00:00,6-24h,11,11,11,True,1.7314999999999998,0.7314999999999998,78678.655,495.631,0.6900000000000001,0.001,78678.581,False,1.1609999999999998,2.302
highest-temperature-in-paris-on-june-10-2026,Paris,2026-06-10,clean,2026-06-08 05:07:00+00:00,>24h,11,11,10,False,1.73,0.73,61.107,42.772999999999996,0.83,0.060000000000000005,40.061,False,0.09999999999999999,3.3599999999999994
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:18:00+00:00,>24h,11,11,9,False,1.73,0.73,392.84,30.587,0.36,0.28,380.496,False,0.41000000000000003,3.05
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:13:00+00:00,>24h,11,11,9,False,1.725,0.7250000000000001,92.84,24.163,0.36,0.36,68.949,False,0.12,3.33
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:14:00+00:00,>24h,11,11,9,False,1.725,0.7250000000000001,152.84,84.096,0.36,0.36,152.054,False,0.12,3.33
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:19:00+00:00,6-24h,11,11,11,True,1.7220000000000002,0.7220000000000002,78198.655,5552.933,0.6900000000000001,0.004,78194.449,False,1.1589999999999998,2.2849999999999997
highest-temperature-in-munich-on-june-9-2026,Munich,2026-06-09,clean,2026-06-07 04:25:00+00:00,>24h,11,11,4,False,1.72,0.72,3.674,2.6825,0.82,0.82,2.474,False,0.08,3.36
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:32:00+00:00,>24h,11,11,11,True,1.72,0.72,1140.718,21.036,0.98,0.18,1136.409,False,0.47000000000000003,2.9699999999999998
highest-temperature-in-ankara-on-june-10-2026,Ankara,2026-06-10,clean,2026-06-08 04:11:00+00:00,>24h,11,11,8,False,1.7149999999999999,0.7149999999999999,233.495,21.785,0.9199999999999999,0.37,212.198,False,0.11000000000000001,3.3200000000000003
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:35:00+00:00,>24h,11,11,11,True,1.7114999999999998,0.7114999999999998,720.277,2.337,0.7999999999999999,0.12,719.143,False,0.753,2.6700000000000004
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-08 19:28:00+00:00,6-24h,11,11,11,True,1.7015,0.7015,78738.655,555.631,0.6900000000000001,0.001,78738.641,False,1.151,2.252
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:28:00+00:00,>24h,11,11,7,False,1.7000000000000002,0.7000000000000002,300.277,3.014,0.7999999999999999,0.31000000000000005,300.03,False,0.39,3.01
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:37:00+00:00,>24h,11,11,11,True,1.696,0.696,840.277,4.562,0.7999999999999999,0.07,839.172,False,0.8240000000000001,2.568
highest-temperature-in-cape-town-on-june-8-2026,Cape Town,2026-06-08,clean,2026-06-06 19:25:00+00:00,>24h,11,11,7,False,1.695,0.6950000000000001,50.033,38.145,0.47,0.45,49.966,False,0.11999999999999998,3.27
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:17:00+00:00,>24h,11,11,9,False,1.695,0.6950000000000001,332.84,14.32,0.36,0.3,322.83,False,0.33999999999999997,3.05
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:36:00+00:00,>24h,11,11,11,True,1.6864999999999999,0.6864999999999999,780.277,11.63,0.7999999999999999,0.12,776.825,False,0.724,2.649
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,clean,2026-06-05 04:42:00+00:00,>24h,11,11,9,False,1.685,0.685,136.379,20.191,0.35,0.08999999999999997,135.56,False,1.06,2.31
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:34:00+00:00,>24h,11,11,11,True,1.685,0.685,1260.718,36.864,0.98,0.15,1257.595,False,0.51,2.86
highest-temperature-in-paris-on-june-10-2026,Paris,2026-06-10,clean,2026-06-08 05:08:00+00:00,>24h,11,11,10,False,1.67,0.6699999999999999,50.892,17.967,0.6799999999999999,0.060000000000000005,39.931,False,0.14,3.1999999999999997
highest-temperature-in-chengdu-on-june-10-2026,Chengdu,2026-06-10,clean,2026-06-08 04:33:00+00:00,>24h,11,11,11,True,1.67,0.6699999999999999,1200.718,73.311,0.98,0.15,1199.196,False,0.47000000000000003,2.87
highest-temperature-in-busan-on-june-6-2026,Busan,2026-06-06,clean,2026-06-05 04:38:00+00:00,>24h,11,11,11,True,1.6605,0.6605000000000001,900.277,16.101,0.7999999999999999,0.06,899.867,False,0.764,2.557
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:07:00+00:00,>24h,11,11,2,False,0.38,-0.62,70.179,36.9095,0.36,0.36,66.539,False,0.02,0.74
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:10:00+00:00,>24h,11,11,2,False,0.38,-0.62,250.179,216.90949999999998,0.36,0.36,66.539,False,0.02,0.74
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:06:00+00:00,>24h,11,11,2,False,0.38,-0.62,32.874,21.526500000000002,0.36,0.36,22.695,False,0.02,0.74
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:09:00+00:00,>24h,11,11,2,False,0.38,-0.62,190.179,156.9095,0.36,0.36,66.539,False,0.02,0.74
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:08:00+00:00,>24h,11,11,2,False,0.38,-0.62,130.179,96.90950000000001,0.36,0.36,66.539,False,0.02,0.74
highest-temperature-in-chongqing-on-june-6-2026,Chongqing,2026-06-06,clean,2026-06-05 04:39:00+00:00,>24h,11,11,9,False,1.6050000000000002,0.6050000000000002,20.209,18.857,0.44,0.33999999999999997,17.911,False,0.21,3.0
highest-temperature-in-seoul-on-june-10-2026,Seoul,2026-06-10,clean,2026-06-08 04:25:00+00:00,>24h,11,11,11,True,1.596,0.5960000000000001,48.08,16.761,0.27999999999999997,0.15,46.913,False,0.892,2.3
highest-temperature-in-mexico-city-on-june-8-2026,Mexico City,2026-06-08,clean,2026-06-07 01:21:00+00:00,>24h,11,11,5,False,1.595,0.595,1.076,0.79,0.69,0.6,0.572,False,0.32,2.8699999999999997
highest-temperature-in-denver-on-june-6-2026,Denver,2026-06-06,clean,2026-06-05 04:41:00+00:00,>24h,11,11,2,False,0.40499999999999997,-0.595,80.353,46.9115,0.6799999999999999,0.365,66.883,False,0.04,0.77
highest-temperature-in-singapore-on-june-10-2026,Singapore,2026-06-10,clean,2026-06-08 04:24:00+00:00,>24h,11,11,9,False,1.5949999999999998,0.5949999999999998,752.84,63.486,0.36,0.25,741.504,False,0.45,2.74
highest-temperature-in-dallas-on-june-8-2026,Dallas,2026-06-08,clean,2026-06-08 21:05:00+00:00,6-24h,11,11,11,True,1.5924999999999998,0.5924999999999998,18553.873,575.727,0.23999999999999994,0.001,18553.562,False,1.4389999999999996,1.7459999999999998
highest-temperature-in-dallas-on-june-8-2026,Dallas,2026-06-08,clean,2026-06-08 21:04:00+00:00,6-24h,11,11,11,True,1.5869999999999997,0.5869999999999997,18493.873,515.727,0.23999999999999994,0.001,18493.853,False,1.4329999999999996,1.7409999999999999
highest-temperature-in-dallas-on-june-8-2026,Dallas,2026-06-08,clean,2026-06-08 21:01:00+00:00,6-24h,11,11,11,True,1.5859999999999999,0.5859999999999999,18313.873,335.727,0.23999999999999994,0.001,18313.522,False,1.4289999999999996,1.7429999999999999
